Material_ID|Material_Name|Type|Unit_Price|Stock_Initial|Supplier_ID|Total_Stock_Value|Cost_Per_Unit_Carbon|Environmental_Impact_Score|Recyclable_Status|Stock_Alert_Level|Supply_Reliability_Index
M246|Premium-Sucre en poudre|Produit laitier|494.94|503|SUPPLIER_42|281960.06|0.39|1791.0|Oui|Normal|10.85
M167|Premium-Beurre enrichi|Produit laitier|440.58|374|SUPPLIER_53|170144.44|0.45|1479.0|Oui|Normal|3.6
M212|Super-Lait naturel|Produit laitier|968.69|67||36762.65|3.07|1489.51|Non|Critique|3.53
M470|Super-Sucre enrichi|Produit laitier|485.58|439|SUPPLIER_8|223894.87|0.54|1422.0|Oui|Normal|9.42
M026|Super-Sucre naturel|Ingrédient|129.46|184|SUPPLIER_79|20111.03|0.81|208.7|Oui|Faible|14.7
M056|Premium-Sel naturel|Produit laitier|273.09|775|SUPPLIER_52|236514.02|0.16|2625.0|Non|Élevé|20.57
M497|Ultra-Sel enrichi|Ingrédient|121.29|273|SUPPLIER_77|31006.36|0.56|346.3|Non|Faible|7.63
M115|Super-Beurre naturel|Produit laitier|249.52|201|SUPPLIER_45|42828.31|0.62|711.0|Non|Faible|4.67
M398|Super-Amidon en poudre|Produit laitier|315.07|698|SUPPLIER_13|225041.43|0.23|2136.0|Non|Normal|5.72
M254|Bio-Sucre concentré|Ingrédient|342.56|854|SUPPLIER_68|290241.92|0.38|1084.4|Oui|Élevé|4.44
M227|Eco-Amidon en poudre|Ingrédient|461.36|694|SUPPLIER_78|396659.73|0.56|963.9|Non|Élevé|11.18
M460|Premium-Sel concentré|Produit laitier|378.99|624|SUPPLIER_42|258722.31|0.27|2247.0|Oui|Élevé|4.69
M070|Super-Crème liquide|Produit laitier|120.85|271|SUPPLIER_26|32096.65|0.21|984.0|Oui|Faible|3.8
M108|Super-Arôme en poudre|Ingrédient|472.96|422|SUPPLIER_35|189711.56|1.11|591.1|Non|Normal|4.49
M360|Bio-Crème concentré|Produit laitier|409.36|128|SUPPLIER_34|60882.5|1.33|597.0|Non|Faible|5.36
M298|Super-Fromage naturel|Produit laitier|401.64|851|SUPPLIER_47|300635.68|0.28|2337.0|Non|Élevé|4.0
M288|Super-Amidon concentré|Ingrédient|292.08|757|SUPPLIER_6|260154.44|0.39|1027.8|Non|Élevé|3.25
M495|Premium-Lait en poudre|Produit laitier|73.2|166|SUPPLIER_32|14483.44|0.2|645.0|Non|Faible|8.09
M399|Super-Crème naturel||886.0|661|SUPPLIER_37|56465.89|1.6|883.52|Non|Normal|57.26
M468|Ultra-Sel en poudre|Ingréz|203.87|858||1803.63|0.66|782.29|Non|Élevé|9.95
M295|Ultra-Arôme liquide|Produit laitier|458.05|769|SUPPLIER_79|349383.65|0.29|2373.0|Oui|Élevé|8.98
M290|Ultra-Crème liquide|Ingrédient|435.66|499|SUPPLIER_50|180688.53|1.12|477.0|Non|Normal|22.38
M233|Super-Sucre liquide|Produit laitier|404.79|363|SUPPLIER_60|126184.92|0.62|954.0|Non|Normal|11.62
M006|Bio-Fromage concentré|Ingrédient|189.55|303|SUPPLIER_40|70534.09|0.57|423.6|Oui|Normal|8.53
M180|Ultra-Amidon naturel|Ingrédient|118.15|641|SUPPLIER_20|67942.26|0.18|714.5|Non|Normal|6.68
M086|Eco-Crème liquide|Ingrédient|520.56|368|SUPPLIER_5|167841.9|1.45|423.6|Non|Normal|8.53
M032|Premium-Crème en poudre|Ingrédient|179.5|204|SUPPLIER_1|38207.73|0.71|295.6|Non|Faible|12.57
M308|Super-Amidon naturel|Produit laitier|86.0|191|SUPPLIER_27|15282.91|0.21|600.0|Oui|Faible|22.56
M3w|Super-Arôme enrichi||338.83|75||2395.49|1.2|1953.84|Non|Critique|3.53
M186|Super-Lait en poudre|Ingrédient|74.87|1005|SUPPLIER_13|63038.54|0.08|1074.5|Oui|Élevé|4.45
M155|Bio-Chocolat concentré|Ingrédient|404.14|845|SUPPLIER_75|357494.75|0.52|950.0|Oui|Élevé|21.18
M0h|Super-Fromage concentré||324.39|380|SUPPLIER_25|39686.65|0.5|528.0|Non|Normal|3.97
M293|Ultra-Sirop en poudre|Produit laitier|375.77|668|SUPPLIER_12|251722.98|0.35|1851.0|Oui|Normal|4.19
M297|Eco-Chocolat enrichi|Produit laitier|381.71|632|SUPPLIER_15|293895.16|0.28|2355.0|Oui|Élevé|3.17
M228|Ultra-Lait naturel|Ingrédient|393.59|617|SUPPLIER_15|229908.13|0.58|723.5|Non|Normal|9.93
M096|Premium-Amidon enrichi|Produit laitier|117.85|142|SUPPLIER_2|16904.85|0.55|507.0|Non|Faible|6.2
M4h|Bio-Sel liquide|Ingrédient|346.32|454|SUPPLIER_61|33090.72|1.14|1414.71|Non|Normal|3.53
M140|Super-Crème en poudre|Produit laitier|128.64|694|SUPPLIER_26|100316.18|0.09|2340.0|Oui|Élevé|5.66
M017|Eco-Sucre naturel|Ingrédient|317.89|156|SUPPLIER_17|40013.78|2.46|175.2|Non|Faible|17.58
M275|Ultra-Arôme naturel||972.54|400||9907.86|3.07|740.89|Non|Normal|86.62
M092|Bio-Sucre en poudre|Ingrédient|303.25|721|SUPPLIER_45|214172.02|0.53|698.1|Oui|Normal|21.61
M226|Premium-Sirop liquide|Produit laitier|302.5|953|SUPPLIER_3|293334.4|0.17|2811.0|Oui|Élevé|2.56
M162|Eco-Sel naturel|Produit laitier|157.17|841|SUPPLIER_77|141541.54|0.09|2724.0|Non|Élevé|3.08
M2p|Ultra-Sirop liquide|Produiti|944.93|69|SUPPLIER_47|143099.19|3.07|791.29|Oui|Critique|8.84
M453|Ultra-Amidon naturel|Ingrédient|86.53|645|SUPPLIER_59|66819.9|0.15|765.7|Non|Normal|7.1
M493|Premium-Fromage concentré|Ingrédient|165.05|241|SUPPLIER_69|49587.75|0.62|351.7|Non|Faible|11.82
M427|Ultra-Beurre naturel|Ingrédient|200.97|757|SUPPLIER_58|147156.3|0.32|786.7|Oui|Normal|5.55
M269|Premium-Sirop concentré|Produit laitier|371.29|129|SUPPLIER_26|54029.04|1.26|495.0|Non|Faible|8.45
M146|Bio-Sucre en poudre|Ingrédient|370.54|785|SUPPLIER_2|372486.39|0.45|1036.5|Non|Élevé|11.09
M057|Bio-Beurre enrichi|Produit laitier|305.49|848|SUPPLIER_68|250675.93|0.21|2484.0|Oui|Élevé|10.61
M267|Super-Chocolat liquide|Produit laitier|368.89|1042|SUPPLIER_21|354438.05|0.2|2805.0|Non|Élevé|3.89
M286|Ultra-Amidon en poudre|Produit laitier|309.85|760|SUPPLIER_10|240682.33|0.17|2484.0|Non|Élevé|10.61
M500|Premium-Fromage concentré|Ingrédient|248.76|649|SUPPLIER_39|159434.27|0.35|823.8|Oui|Élevé|8.08
M114|Super-Lait liquide|Produit laitier|300.38|296|SUPPLIER_32|71697.35|0.56|846.0|Oui|Faible|5.32
M162|Premium-Sel naturel|Produit laitier|167.04|950|SUPPLIER_77|140317.67|0.09|2724.0|Non|Élevé|3.08
M112|Super-Crème enrichi|Produit laitier|389.45|565|SUPPLIER_7|208991.11|0.31|1875.0|Non|Normal|3.35
M480|Bio-Fromage concentré|Ingrédient|169.01|729|SUPPLIER_23|117558.35|0.23|882.4|Non|Élevé|5.36
M484|Ultra-Arôme en poudre|Produit laitier|215.98|1053|SUPPLIER_75|211200.53|0.12|2754.0|Oui|Élevé|6.11
M153|Bio-Sucre concentré|Ingrédient|99.82|176|SUPPLIER_59|19611.09|0.5|227.3|Oui|Faible|25.18
M212|Premium-Arôme concentré|Produit laitier|146.68|107|SUPPLIER_51|17234.4|0.66|375.0|Non|Faible|11.21
M274|Eco-Sirop concentré|Produit laitier|513.06|736|SUPPLIER_35|450702.79|0.26|2802.0|Non|Élevé|5.55
M349|Bio-Sucre en poudre|Ingrédient|402.11|407|SUPPLIER_22|216622.88|0.92|665.9|Non|Normal|4.13
M077|Premium-Sirop liquide|Ingrédient|249.94|971|SUPPLIER_50|214445.66|0.31|983.5|Non|Élevé|6.74
M391|Eco-Sirop enrichi|Ingrédient|426.72|627|SUPPLIER_52|208343.32|0.76|619.6|Non|Normal|11.87
M035|Eco-Beurre enrichi|Ingrédient|397.76|859|SUPPLIER_69|307241.17|0.58|908.8|Non|Élevé|5.32
M287|Premium-Sucre concentré|Produit laitier|363.1|262|SUPPLIER_40|88164.23|0.73|822.0|Non|Faible|6.01
M169|Ultra-Beurre en poudre|Produit laitier|295.74|797|SUPPLIER_82|237901.83|0.21|2283.0|Non|Élevé|7.34
M155|Super-Lait enrichi|Ingrédient|324.92|540|SUPPLIER_83|153468.03|0.63|701.1|Non|Normal|4.0
M248|Eco-Beurre liquide||272.54|425||1620.89|0.88|1953.84|Non|Normal|3.53
M378|Ultra-Crème naturel|Ingrédient|242.6|746|SUPPLIER_79|164950.23|0.31|877.6|Oui|Élevé|4.73
M046|Super-Arôme en poudre|Ingrédient|290.09|795|SUPPLIER_10|271079.24|0.34|998.4|Non|Élevé|21.12
M189|Eco-Crème liquide|Produit laitier|472.33|362|SUPPLIER_73|221746.14|0.58|1311.0|Non|Normal|9.51
M062|Eco-Fromage concentré|Produit laitier|439.12|421|SUPPLIER_64|156312.16|0.63|1143.0|Non|Normal|11.35
M132|Super-Beurre naturel|Ingrédient|428.89|368|SUPPLIER_18|206823.42|1.16|481.5|Oui|Normal|10.8
M381|Ultra-Chocolat naturel|Produit laitier|221.03|862|SUPPLIER_32|195512.95|0.11|3087.0|Non|Élevé|3.01
M177|Super-Lait concentré|Ingrédient|109.22|217|SUPPLIER_27|20568.03|0.46|360.9|Oui|Faible|7.07
M140|Ultra-Lait liquide|Ingrédient|171.8|781|SUPPLIER_26|138781.56|0.18|1136.7|Oui|Élevé|3.11
M209|Ultra-Fromage naturel|Produit laitier|209.48|732|SUPPLIER_70|184845.32|0.14|2538.0|Non|Élevé|3.12
M210|Bio-Sucre concentré|Produit laitier|480.64|264|SUPPLIER_47|96085.78|0.99|723.0|Non|Faible|7.8
M462|Eco-Beurre liquide|Ingrédient|302.88|334|SUPPLIER_38|95536.09|0.95|426.6|Non|Normal|6.6
M2s|Premium-Sucre enrichi|Produit laitier|246.72|446||40126.33|0.76|812.29|Non|Normal|7.29
M500|Bio-Sucre naturel|Ingrédient|128.5|171|SUPPLIER_80|20414.72|0.93|258.3|Oui|Faible|9.87
M300|Ultra-Chocolat en poudre|Produit laitier|65.12|668|SUPPLIER_35|31467.61|0.05|1896.0|Non|Normal|2.86
M476|Bio-Arôme naturel|Produit laitier|178.75|253|SUPPLIER_73|50515.48|0.28|912.0|Oui|Faible|21.67
M216|Eco-Beurre en poudre|Ingrédient|193.96|136|SUPPLIER_9|20038.39|1.46|209.2|Oui|Faible|12.2
M357|Super-Sirop liquide|Produit laitier|327.75|704|SUPPLIER_32|227809.3|0.24|2025.0|Oui|Normal|5.76
M077|Premium-Sirop enrichi|Ingrédient|458.23|277|SUPPLIER_74|150691.05|1.36|529.5|Oui|Normal|4.9
M486|Premium-Chocolat concentré|Produit laitier|230.39|987|SUPPLIER_56|214226.15|0.11|3096.0|Oui|Élevé|3.0
M417|Bio-Crème naturel|Ingrédient|250.17|540|SUPPLIER_4|163328.85|0.48|645.3|Non|Normal|21.75
M055|Eco-Sirop liquide|Ingrédient|490.99|364|SUPPLIER_20|173167.85|1.18|524.5|Oui|Normal|5.86
M029|Bio-Amidon enrichi|Ingrédient|363.75|713|SUPPLIER_47|268108.66|0.44|870.4|Oui|Élevé|11.31
M023|Bio-Chocolat concentré|Produit laitier|73.6|530|SUPPLIER_83|31380.95|0.08|1431.0|Non|Normal|6.64
M228|Ultra-Crème concentré|Ingrédient|204.81|737|SUPPLIER_15|171424.78|0.22|1082.5|Oui|Élevé|3.64
M460|Premium-Arôme concentré|Produit laitier|362.72|813|SUPPLIER_42|276496.45|0.27|2247.0|Oui|Élevé|4.69
M273|Bio-Sucre enrichi|Ingrédient|405.9|965|SUPPLIER_50|405914.83|0.5|999.8|Non|Élevé|7.82
M090|Ultra-Sirop enrichi|Produit laitier|385.11|525|SUPPLIER_66|185914.46|0.37|1509.0|Non|Normal|9.35
M375|Super-Lait concentré|Produit laitier|448.82|770|SUPPLIER_2|328350.38|0.29|2223.0|Non|Élevé|10.68
M145|Bio-Arôme en poudre|Produit laitier|876.27|418||178410.41|3.07|2153.16|Non|Normal|36.62
M4i|Ultra-Crème en poudre||965.8|587||33335.11|1.76|1514.35|Non|Normal|2.13
M287|Bio-Chocolat naturel|Ingrédient|171.25|482|SUPPLIER_13|103079.58|0.35|724.2|Oui|Normal|3.92
M004|Premium-Arôme liquide|Ingrédient|142.76|119|SUPPLIER_18|21342.77|1.04|195.7|Non|Faible|13.97
M278|Eco-Sucre enrichi|Ingrédient|188.87|222|SUPPLIER_19|34834.6|0.86|315.5|Oui|Faible|8.21
M313|Bio-Sucre naturel|Ingrédient|201.85|288|SUPPLIER_68|72376.65|0.74|407.2|Non|Normal|7.31
M313|Bio-Beurre naturel|Produit laitier|1001.15|33||1445.17|3.07|752.29|Oui|Critique|23.29
M394|Premium-Sucre concentré|Ingrédient|379.8|1073|SUPPLIER_22|344484.63|0.39|1072.0|Oui|Élevé|6.09
M090|Ultra-Sel liquide|Ingrédient|388.28|188|SUPPLIER_76|80082.28|1.86|278.2|Non|Faible|11.38
M468|Bio-Sirop liquide|Ingréz|188.65|935||2109.8|0.66|782.29|Non|Élevé|9.95
M061|Bio-Sel naturel|Produiti|893.56|515|SUPPLIER_82|31937.48|3.07|423.16|Oui|Normal|23.29
M036|Bio-Fromage naturel||884.17|451||35089.29|3.07|742.69|Non|Normal|58.84
M050|Bio-Sucre concentré|Produit laitier|331.61|541|SUPPLIER_77|199208.88|0.24|2118.0|Oui|Normal|4.07
M273|Eco-Chocolat liquide|Ingrédient|166.48|330|SUPPLIER_70|63691.54|0.44|515.0|Non|Normal|6.5
M140|Eco-Fromage enrichi|Ingrédient|163.99|858|SUPPLIER_26|141628.68|0.18|1136.7|Oui|Élevé|3.11
M303|Ultra-Sirop concentré|Produit laitier|242.38|938|SUPPLIER_50|207737.8|0.14|2634.0|Oui|Élevé|10.58
M3i|Eco-Amidon naturel||312.76|402|SUPPLIER_73|1402.0|0.99|743.29|Non|Normal|53.29
M248|Eco-Amidon concentré||271.31|358||1511.27|0.88|1953.84|Non|Normal|3.53
M480|Super-Sirop en poudre|Produit laitier|489.77|242|SUPPLIER_17|128114.49|0.84|1011.0|Non|Faible|3.74
M179|Bio-Beurre naturel|Ingrédient|125.96|881|SUPPLIER_28|114038.25|0.15|1005.1|Non|Élevé|9.47
M497|Bio-Amidon enrichi|Produit laitier|280.95|789|SUPPLIER_20|39835.25|0.88|797.29|Non|Élevé|8.29
M427|Eco-Beurre liquide|Ingrédient|212.73|760|SUPPLIER_58|145676.43|0.32|786.7|Oui|Normal|5.55
M2s|Eco-Amidon en poudre|Produit laitier|252.49|453||37714.14|0.76|812.29|Non|Normal|7.29
M147|Bio-Lait naturel|Produit laitier|81.96|914|SUPPLIER_83|85988.61|0.05|2850.0|Non|Élevé|20.53
M129|Ultra-Sucre liquide|Ingrédient|159.44|223|SUPPLIER_3|31067.91|0.73|273.8|Non|Faible|11.47
M077|Ultra-Arôme en poudre|Ingrédient|515.36|316|SUPPLIER_74|157058.13|1.36|529.5|Oui|Normal|4.9
M334|Super-Fromage concentré|Ingrédient|203.11|690|SUPPLIER_39|165301.82|0.29|913.6|Non|Élevé|6.29
M177|Super-Lait naturel|Ingrédient|98.33|238|SUPPLIER_27|22503.98|0.46|360.9|Oui|Faible|7.07
M399|Super-Sirop concentré||880.84|638|SUPPLIER_37|58822.15|1.6|883.52|Non|Normal|57.26
M2p|Ultra-Sirop enrichi||114.09|481|SUPPLIER_77|55609.97|0.21|2068.17|Non|Normal|2.12
M246|Eco-Lait liquide|Produit laitier|457.31|642|SUPPLIER_42|286587.28|0.39|1791.0|Oui|Normal|10.85
M054|Eco-Chocolat enrichi|Produit laitier|284.92|216|SUPPLIER_38|78783.36|0.6|837.0|Non|Faible|5.34
M357|Ultra-Sirop liquide|Produit laitier|414.94|162|SUPPLIER_17|62883.92|1.49|594.0|Oui|Faible|5.38
M483|Eco-Beurre naturel|Ingrédient|460.98|757|SUPPLIER_17|303385.61|0.57|931.5|Oui|Élevé|4.64
M058|Super-Beurre en poudre|Ingrédient|67.7|632|SUPPLIER_8|40561.32|0.1|743.9|Non|Normal|11.54
M077|Premium-Amidon naturel|Ingrédient|424.22|387|SUPPLIER_74|175048.25|1.36|529.5|Oui|Normal|4.9
M075|Premium-Chocolat naturel|Produit laitier|173.56|254|SUPPLIER_1|51699.29|0.31|870.0|Non|Faible|11.79
M492|Ultra-Sirop en poudre|Produit laitier|427.73|544|SUPPLIER_52|276598.46|0.35|2037.0|Oui|Normal|2.79
M132|Super-Sucre naturel|Ingrédient|228.67|502|SUPPLIER_69|120428.38|0.4|616.3|Non|Normal|11.88
M383|Super-Crème concentré|Produit laitier|201.55|742|SUPPLIER_68|186028.83|0.13|2595.0|Non|Élevé|4.6
M405|Bio-Chocolat concentré|Produit laitier|106.2|713|SUPPLIER_15|88707.62|0.08|2169.0|Oui|Élevé|10.7
M155|Eco-Fromage concentré|Ingrédient|431.2|251|SUPPLIER_55|157095.9|1.48|418.2|Non|Normal|7.21
M405|Ultra-Chocolat enrichi|Produit laitier|262.59|314|SUPPLIER_37|96481.43|0.36|1170.0|Oui|Normal|5.37
M0d|Ultra-Fromage en poudre||524.15|156|SUPPLIER_58|36101.2|1.62|1953.84|Non|Faible|3.53
M159|Premium-Beurre liquide||921.5|487||5467.42|3.07|1400.11|Non|Normal|3.53
M381|Premium-Sel en poudre|Produit laitier|474.27|135|SUPPLIER_64|62366.35|1.74|492.0|Oui|Faible|7.06
M484|Super-Sel en poudre|Produit laitier|250.92|570|SUPPLIER_46|181670.73|0.2|2157.0|Non|Normal|4.72
M456|Eco-Crème enrichi|Produit laitier|404.16|164|SUPPLIER_52|68831.87|1.02|699.0|Oui|Faible|4.73
M375|Bio-Beurre enrichi|Produit laitier|300.87|850|SUPPLIER_61|247382.44|0.18|2478.0|Oui|Élevé|6.17
M488|Ultra-Arôme naturel|Ingrédient|186.93|791|SUPPLIER_68|145965.88|0.24|902.7|Oui|Élevé|21.24
M268|Ultra-Fromage naturel|Ingrédient|430.23|389|SUPPLIER_36|182148.13|0.99|595.2|Oui|Normal|4.81
M226|Premium-Amidon en poudre|Produit laitier|286.16|739|SUPPLIER_3|296899.29|0.17|2811.0|Oui|Élevé|2.56
M287|Eco-Sucre concentré|Ingrédient|264.87|890|SUPPLIER_5|242232.17|0.25|1200.2|Non|Élevé|3.52
M313|Premium-Sirop enrichi|Produit laitier|973.75|36||1406.94|3.07|752.29|Oui|Critique|23.29
M439|Bio-Amidon concentré|Produit laitier|114.05|317|SUPPLIER_66|45888.3|0.15|1182.0|Non|Normal|11.3
M232|Bio-Chocolat naturel|Produit laitier|370.72|515|SUPPLIER_42|251272.57|0.33|1851.0|Oui|Normal|4.19
M261|Premium-Amidon naturel|Ingrédient|345.1|492|SUPPLIER_38|179817.95|0.67|665.7|Oui|Normal|5.86
M478|Bio-Sel en poudre|Produit laitier|196.98|1012|SUPPLIER_68|203403.2|0.11|2895.0|Oui|Élevé|4.53
M142|Super-Arôme en poudre|Ingrédient|321.19|505|SUPPLIER_71|148461.32|0.67|658.2|Non|Normal|4.16
M001|Bio-Fromage liquide|Produit laitier|193.66|206|SUPPLIER_23|41400.3|0.42|723.0|Oui|Faible|8.88
M186|Premium-Sucre naturel|Ingrédient|68.49|802|SUPPLIER_13|70696.4|0.08|1074.5|Oui|Élevé|4.45
M2p|Eco-Sel concentré|Produiti|1016.27|56|SUPPLIER_47|146654.88|3.07|791.29|Oui|Critique|8.84
M397|Super-Lait liquide|Ingrédient|274.34|403|SUPPLIER_51|144145.46|0.6|559.1|Oui|Normal|12.08
M171|Premium-Beurre concentré||1004.17|427|SUPPLIER_53|3006.03|3.07|344.76|Non|Normal|28.29
M456|Bio-Crème naturel|Ingrédient|333.02|707|SUPPLIER_62|292712.34|0.42|929.4|Oui|Élevé|7.91
M492|Super-Arôme enrichi|Produit laitier|411.9|752|SUPPLIER_52|308139.59|0.35|2037.0|Oui|Normal|2.79
M328|Eco-Beurre naturel|Produit laitier|213.29|561|SUPPLIER_55|101675.01|0.24|1563.0|Non|Normal|3.06
M250|Eco-Arôme en poudre|Produit laitier|416.16|701|SUPPLIER_33|337848.72|0.27|2478.0|Non|Élevé|3.96
M046|Ultra-Crème liquide|Ingrédient|291.02|806|SUPPLIER_10|276477.11|0.34|998.4|Non|Élevé|21.12
M217|Eco-Amidon enrichi|Ingrédient|452.95|320|SUPPLIER_10|157039.43|1.41|406.0|Oui|Normal|8.68
M431|Super-Lait enrichi|Produit laitier|203.32|676|SUPPLIER_41|109572.68|0.16|1854.0|Non|Normal|20.82
M239|Super-Lait en poudre|Ingrédient|70.71|545|SUPPLIER_37|40974.27|0.11|705.2|Non|Normal|7.24
M317|Premium-Chocolat enrichi|Ingrédient|414.82|693|SUPPLIER_12|405917.76|0.51|964.3|Non|Élevé|21.16
M033|Bio-Sirop concentré|Ingrédient|415.19|666|SUPPLIER_82|272481.63|0.51|932.6|Non|Élevé|4.64
M244|Bio-Lait liquide|Produit laitier|61.65|348|SUPPLIER_54|19927.58|0.09|1059.0|Oui|Normal|4.88
M405|Bio-Chocolat concentré|Ingrédient|289.48|778|SUPPLIER_70|271016.98|0.32|1105.6|Non|Élevé|3.62
M347|Premium-Beurre enrichi|Ingrédient|159.6|440|SUPPLIER_80|61859.08|0.37|480.3|Oui|Normal|22.36
M226|Bio-Amidon enrichi|Produit laitier|333.36|728|SUPPLIER_3|294681.2|0.17|2811.0|Oui|Élevé|2.56
M026|Premium-Sirop liquide|Ingrédient|128.8|130|SUPPLIER_79|20875.46|0.81|208.7|Oui|Faible|14.7
M090|Super-Sirop concentré|Produit laitier|333.14|422|SUPPLIER_66|165919.97|0.37|1509.0|Non|Normal|9.35
M232|Super-Beurre naturel|Produit laitier|397.37|538|SUPPLIER_42|212690.69|0.33|1851.0|Oui|Normal|4.19
M007|Premium-Crème liquide|Produit laitier|343.67|152|SUPPLIER_38|43000.84|1.45|534.0|Oui|Faible|5.91
M456|Ultra-Sirop naturel|Ingrédient|313.25|847|SUPPLIER_62|272145.49|0.42|929.4|Oui|Élevé|7.91
M449|Super-Fromage naturel|Ingrédient|202.33|283|SUPPLIER_28|63944.33|0.75|386.7|Oui|Faible|8.37
M451|Eco-Arôme liquide|Ingrédient|95.95|106|SUPPLIER_7|12891.87|0.83|253.1|Non|Faible|10.76
M228|Bio-Sel concentré|Ingrédient|368.09|545|SUPPLIER_15|240319.55|0.58|723.5|Non|Normal|9.93
M2x|Premium-Crème concentré|Ingrén|942.97|491|SUPPLIER_27|34999.71|3.07|215.36|Non|Normal|58.84
M158|Super-Lait concentré|Ingrédient|486.77|982|SUPPLIER_33|449689.81|0.47|1118.4|Non|Élevé|9.35
M255|Ultra-Crème enrichi|Ingrédient|62.41|787|SUPPLIER_33|54569.09|0.07|1058.4|Non|Élevé|5.12
M022|Bio-Amidon en poudre|Ingrédient|197.07|539|SUPPLIER_51|114293.37|0.32|686.1|Non|Normal|10.03
M356|Ultra-Beurre concentré|Produit laitier|182.74|153|SUPPLIER_73|28621.55|0.54|564.0|Oui|Faible|8.5
M198|Premium-Crème enrichi|Produitp|947.26|820|SUPPLIER_15|38563.88|0.54|1463.12|Oui|Élevé|50.57
M484|Ultra-Amidon enrichi|Produit laitier|203.64|823|SUPPLIER_75|209696.92|0.12|2754.0|Oui|Élevé|6.11
M450|Bio-Sucre concentré||972.89|624||8139.29|3.07|1686.11|Non|Normal|3.53
M0p|Premium-Lait naturel||154.99|472|SUPPLIER_5|8801.45|0.48|791.29|Non|Normal|8.84
M158|Super-Lait concentré|Ingrédient|255.51|515|SUPPLIER_7|122712.27|0.47|731.9|Oui|Normal|3.89
M287|Bio-Fromage naturel|Produit laitier|341.23|261|SUPPLIER_40|95920.27|0.73|822.0|Non|Faible|6.01
M228|Eco-Lait liquide|Ingrédient|204.83|867|SUPPLIER_15|169372.26|0.22|1082.5|Oui|Élevé|3.64
M461|Premium-Fromage concentré|Produit laitier|56.17|894|SUPPLIER_70|47982.15|0.03|2889.0|Non|Élevé|5.53
M259|Premium-Lait en poudre|Ingrédient|166.75|251|SUPPLIER_17|35129.51|0.73|351.0|Non|Faible|7.26
M103|Super-Chocolat en poudre|Ingrédient|261.89|554|SUPPLIER_19|173675.31|0.38|861.4|Oui|Normal|3.98
M055|Premium-Arôme en poudre|Ingrédient|338.75|784|SUPPLIER_19|295684.96|0.44|1046.5|Oui|Élevé|3.23
M500|Ultra-Sel enrichi|Ingrédient|137.64|171|SUPPLIER_80|20948.76|0.93|258.3|Oui|Faible|9.87
M170|Super-Lait liquide|Produit laitier|258.3|228|SUPPLIER_34|59776.46|0.64|795.0|Non|Faible|4.33
M4p|Ultra-Sucre liquide||449.31|461||39710.7|1.38|1953.84|Non|Normal|3.53
M219|Super-Lait liquide|Produit laitier|468.77|621|SUPPLIER_6|380893.8|0.35|2163.0|Non|Élevé|20.7
M002|Bio-Crème concentré|Ingrédient|323.82|821|SUPPLIER_38|361584.81|0.35|1219.2|Oui|Élevé|3.03
M268|Eco-Sucre enrichi|Produit laitier|180.15|889|SUPPLIER_55|138444.46|0.1|2700.0|Non|Élevé|2.59
M357|Premium-Crème en poudre|Produit laitier|421.07|127|SUPPLIER_17|69662.76|1.49|594.0|Oui|Faible|5.38
M304|Premium-Amidon en poudre|Ingrédient|420.8|825|SUPPLIER_5|372945.54|0.41|1073.3|Oui|Élevé|9.39
M0z|Premium-Sucre naturel||381.84|89|SUPPLIER_25|425381.89|0.43|2289.67|Oui|Critique|1.27
M223|Ultra-Lait concentré|Ingrédient|161.14|569|SUPPLIER_66|91549.04|0.24|783.4|Non|Normal|5.55
M3w|Eco-Sel naturel||333.46|83||2331.57|1.2|1953.84|Non|Critique|3.53
M300|Ultra-Arôme naturel|Produit laitier|58.44|513|SUPPLIER_35|31665.7|0.05|1896.0|Non|Normal|2.86
M155|Super-Beurre enrichi|Ingrédient|291.17|439|SUPPLIER_83|170681.96|0.63|701.1|Non|Normal|4.0
M045|Bio-Sucre naturel|Ingrédient|318.1|191|SUPPLIER_2|68954.1|1.48|255.9|Oui|Faible|24.57
M495|Eco-Sirop en poudre|Produit laitier|83.91|235|SUPPLIER_32|17283.96|0.2|645.0|Non|Faible|8.09
M196|Bio-Sirop concentré|Ingrédient|339.77|652|SUPPLIER_53|284596.82|0.44|961.2|Oui|Élevé|4.6
M167|Bio-Beurre concentré|Produit laitier|425.78|442|SUPPLIER_53|180269.08|0.45|1479.0|Oui|Normal|3.6
M345|Super-Sucre concentré|Ingrédient|230.24|388|SUPPLIER_13|101673.58|0.49|524.3|Oui|Normal|22.16
M298|Premium-Sirop naturel|Produit laitier|377.79|874|SUPPLIER_47|278947.65|0.28|2337.0|Non|Élevé|4.0
M230|Eco-Arôme en poudre|Ingrédient|52.74|524|SUPPLIER_6|2498.44|0.17|740.89|Non|Normal|86.62
M297|Ultra-Sucre concentré|Produit laitier|65.67|533|SUPPLIER_14|32096.5|0.06|1545.0|Non|Normal|20.98
M239|Premium-Amidon concentré|Ingrédient|66.97|645|SUPPLIER_37|38405.22|0.11|705.2|Non|Normal|7.24
M207|Super-Fromage liquide|Produit laitier|98.24|918|SUPPLIER_33|88948.6|0.05|2850.0|Non|Élevé|3.88
M246|Bio-Sucre en poudre|Produit laitier|417.1|504|SUPPLIER_42|295627.72|0.39|1791.0|Oui|Normal|10.85
M232|Super-Amidon en poudre|Produit laitier|228.51|794|SUPPLIER_35|211551.23|0.11|2916.0|Oui|Élevé|5.53
