Equipment_ID,Equipment_Name,Category,Maintenance_Cycle,Location,Manufacturer,CO2_Emissions_kg,Energy_Consumption_kWh,Energy_Type,Maintenance_Frequency,Estimated_Lifetime_Years
E5780,Machine de Conditionnement,Embouteillage,Mensuel,Usine Cenk,CleanTech Solutions,629.8,1979.78,Électrique,Mensuel,17
E2765,Compresseur d'Air,Conditionnement,Mensuel,Usine Sousse,AgroTech Inc.,313.41,1328.34,Fioul,Mensuel,19
E8434,Convoyeur,Embouteillage,Mensuel,Usine Sousse,CleanTech Solutions,298.86,2916.79,Fioul,Mensuel,25
E7655,Compresseur d'Air,Conditionnement,Bimensuel,Atelier Principal,RoboPack Inc.,241.76,4337.58,Gaz Naturel,Mensuel,20
E6913,Convoyeur,Nettoyage,Annuel,Usine Gabès,CleanTech Solutions,748.31,3007.0,Fioul,Trimestriel,7
E3443,Système de Pesée,Stockage,Annuel,Usine Sousse,AgroTech Inc.,981.8,1079.39,Gaz Naturel,Annuel,12
E9726,Machine de Conditionnement,Nettoyage,Bimensuel,Usine Sousse,AgroTech Inc.,737.93,3274.56,Solaire,Bimensuel,16
E2002,Système de Pesée,Embouteillage,Annuel,Usine Gabès,CleanTech Solutions,171.32,1536.92,Fioul,Annuel,25
E8255,Machine de Conditionnement,Nettoyage,Mensuel,Usine Cenk,CleanTech Solutions,727.39,2515.47,Gaz Naturel,Mensuel,7
E6045,Machine de Conditionnement,Embouteillage,Mensuel,Usine Gabès,RoboPack Inc.,627.69,2192.52,Fioul,Trimestriel,9
E5292,Chauffe-Eau Industriel,Embouteillage,Bimensuel,Atelier Principal,CleanTech Solutions,673.45,4235.97,Gaz Naturel,Trimestriel,12
E7749,Convoyeur,Mélange,Mensuel,Usine Tunis,RoboPack Inc.,360.19,2548.09,Gaz Naturel,Bimensuel,17
E5445,Machine de Conditionnement,Stockage,Trimestriel,Usine Sousse,PackEquip SARL,702.15,3489.2,Gaz Naturel,Annuel,18
E6840,Mélangeur Industriel,Conditionnement,Mensuel,Usine Tunis,CleanTech Solutions,923.8,4103.44,Solaire,Trimestriel,14
E3153,Cuve de Stockage,Embouteillage,Mensuel,Atelier Principal,PackEquip SARL,336.82,1408.53,Solaire,Annuel,19
E2545,Mélangeur Industriel,Conditionnement,Mensuel,Usine Tunis,AgroTeq,650.89,1786.13,Gaz Naturel,Bimensuel,23
E8048,Système de Pesée,Conditionnement,Mensuel,Usine Sousse,AgroTeq,647.34,4484.08,Gaz Naturel,Trimestriel,11
E9776,Convoyeur,Conditionnement,Mensuel,Usine Sousse,AgroTeq,481.99,4289.35,Électrique,Mensuel,9
E4077,Mélangeur Industriel,Nettoyage,Annuel,Usine Gabès,PackEquip SARL,671.67,1549.81,Gaz Naturel,Annuel,24
E4278,Machine de Conditionnement,Mélange,Bimensuel,Usine Tunis,AgroTeq,104.6,3255.41,Électrique,Mensuel,25
E3256,Machine de Conditionnement,Mélange,Annuel,Atelier Principal,AgroTech Inc.,543.49,1433.5,Gaz Naturel,Annuel,22
E5285,Chauffe-Eau Industriel,Mélange,Trimestriel,Usine Tunis,PackEquip SARL,362.35,4639.38,Fioul,Bimensuel,15
E8994,Système de Pesée,Embouteillage,Bimensuel,Usine Gabès,CleanTech Solutions,530.52,1106.43,Électrique,Mensuel,23
E2030,Cuve de Stockage,Stockage,Bimensuel,Usine Tunis,RoboPack Inc.,840.9,2525.72,Gaz Naturel,Bimensuel,20
E9048,Robot Emballeur,Stockage,Bimensuel,Usine Tunis,CleanTech Solutions,138.68,2955.93,Gaz Naturel,Trimestriel,9
E5121,Robot Emballeur,Nettoyage,Trimestriel,Usine Tunis,AgroTech Inc.,277.31,1436.28,Solaire,Mensuel,25
E1368,Chauffe-Eau Industriel,Embouteillage,Mensuel,Usine Cenk,RoboPack Inc.,700.7,3078.06,Fioul,Bimensuel,16
E7560,Système de Pesée,Mélange,Mensuel,Usine Gabès,AgroTeq,458.35,3831.89,Solaire,Mensuel,7
E2767,Cuve de Stockage,Conditionnement,Mensuel,Usine Cenk,RoboPack Inc.,964.22,2230.19,Solaire,Mensuel,24
E3362,Système de Pesée,Embouteillage,Bimensuel,Usine Gabès,AgroTech Inc.,838.07,4212.06,Solaire,Mensuel,17
E5918,Chauffe-Eau Industriel,Embouteillage,Annuel,Usine Sousse,CleanTech Solutions,574.25,4742.54,Fioul,Trimestriel,20
E6341,Compresseur d'Air,Conditionnement,Bimensuel,Usine Tunis,AgroTech Inc.,505.87,2628.45,Gaz Naturel,Annuel,16
E8394,Machine de Conditionnement,Embouteillage,Bimensuel,Usine Tunis,RoboPack Inc.,360.33,1986.78,Électrique,Bimensuel,12
E6302,Convoyeur,Conditionnement,Bimensuel,Atelier Principal,RoboPack Inc.,801.61,4623.9,Solaire,Bimensuel,11
E7730,Système de Pesée,Mélange,Bimensuel,Usine Cenk,PackEquip SARL,469.6,1501.79,Fioul,Bimensuel,16
E3657,Compresseur d'Air,Nettoyage,Mensuel,Usine Gabès,AgroTeq,604.17,2019.32,Fioul,Annuel,24
E1061,Mélangeur Industriel,Nettoyage,Trimestriel,Usine Sousse,RoboPack Inc.,298.44,2978.92,Électrique,Annuel,21
E8572,Cuve de Stockage,Mélange,Mensuel,Usine Sousse,PackEquip SARL,839.15,3366.11,Électrique,Trimestriel,25
E7091,Convoyeur,Mélange,Mensuel,Usine Gabès,RoboPack Inc.,405.62,3361.67,Fioul,Bimensuel,14
E9445,Robot Emballeur,Nettoyage,Trimestriel,Usine Tunis,AgroTeq,452.16,4361.23,Électrique,Bimensuel,11
E7007,Machine de Conditionnement,Stockage,Annuel,Usine Sousse,PackEquip SARL,861.46,1696.87,Gaz Naturel,Annuel,14
E8903,Système de Pesée,Stockage,Mensuel,Usine Cenk,PackEquip SARL,748.39,3103.18,Gaz Naturel,Annuel,6
E3918,Compresseur d'Air,Conditionnement,Bimensuel,Usine Cenk,CleanTech Solutions,231.68,1900.09,Fioul,Annuel,24
E8694,Chauffe-Eau Industriel,Conditionnement,Mensuel,Atelier Principal,CleanTech Solutions,721.85,3272.66,Solaire,Trimestriel,7
E6630,Cuve de Stockage,Conditionnement,Mensuel,Usine Tunis,AgroTech Inc.,306.42,3623.79,Fioul,Annuel,5
E8104,Mélangeur Industriel,Mélange,Mensuel,Usine Tunis,AgroTech Inc.,834.69,2679.78,Gaz Naturel,Trimestriel,13
E8194,Compresseur d'Air,Mélange,Mensuel,Atelier Principal,AgroTech Inc.,969.67,1656.83,Gaz Naturel,Bimensuel,23
E4482,Système de Pesée,Conditionnement,Bimensuel,Usine Cenk,AgroTeq,643.62,1726.17,Fioul,Annuel,14
E4467,Compresseur d'Air,Embouteillage,Bimensuel,Atelier Principal,CleanTech Solutions,530.58,4357.58,Électrique,Trimestriel,24
E4745,Machine de Conditionnement,Embouteillage,Trimestriel,Atelier Principal,AgroTeq,648.09,2633.27,Fioul,Mensuel,6
E4283,Système de Pesée,Conditionnement,Annuel,Usine Tunis,AgroTech Inc.,901.01,4756.14,Gaz Naturel,Annuel,18
E3843,Compresseur d'Air,Mélange,Mensuel,Atelier Principal,AgroTeq,544.35,1206.61,Fioul,Annuel,18
E1041,Mélangeur Industriel,Mélange,Annuel,Atelier Principal,CleanTech Solutions,450.07,3339.54,Solaire,Trimestriel,15
E1042,Compresseur d'Air,Embouteillage,Mensuel,Usine Sousse,AgroTeq,466.26,3713.41,Fioul,Mensuel,13
E5217,Convoyeur,Mélange,Mensuel,Usine Cenk,AgroTech Inc.,335.62,3833.7,Fioul,Bimensuel,6
E1420,Chauffe-Eau Industriel,Stockage,Bimensuel,Atelier Principal,PackEquip SARL,186.81,2738.89,Fioul,Annuel,15
E4865,Robot Emballeur,Nettoyage,Annuel,Usine Tunis,AgroTeq,531.13,2811.81,Électrique,Trimestriel,9
E6671,Chauffe-Eau Industriel,Embouteillage,Annuel,Usine Gabès,CleanTech Solutions,405.43,3512.86,Solaire,Annuel,5
E6644,Système de Pesée,Mélange,Mensuel,Usine Sousse,AgroTeq,296.65,2919.81,Solaire,Bimensuel,6
E1871,Robot Emballeur,Nettoyage,Annuel,Usine Sousse,PackEquip SARL,941.64,3206.17,Électrique,Trimestriel,21
E9576,Compresseur d'Air,Conditionnement,Annuel,Usine Tunis,CleanTech Solutions,250.67,4507.22,Électrique,Trimestriel,15
E9782,Compresseur d'Air,Nettoyage,Bimensuel,Atelier Principal,AgroTeq,568.57,4536.37,Électrique,Bimensuel,23
E5292,Robot Emballeur,Stockage,Mensuel,Usine Cenk,AgroTech Inc.,420.07,4713.28,Gaz Naturel,Annuel,25
E9543,Compresseur d'Air,Stockage,Annuel,Usine Cenk,PackEquip SARL,115.7,4733.63,Solaire,Bimensuel,24
E5426,Cuve de Stockage,Mélange,Bimensuel,Usine Cenk,CleanTech Solutions,100.73,4893.06,Fioul,Annuel,14
E9386,Cuve de Stockage,Stockage,Mensuel,Usine Gabès,RoboPack Inc.,236.85,2260.72,Électrique,Annuel,20
E9264,Mélangeur Industriel,Conditionnement,Annuel,Usine Sousse,AgroTech Inc.,513.22,3327.9,Gaz Naturel,Mensuel,5
E5906,Compresseur d'Air,Embouteillage,Mensuel,Usine Gabès,RoboPack Inc.,771.27,2194.97,Gaz Naturel,Bimensuel,9
E1133,Chauffe-Eau Industriel,Embouteillage,Bimensuel,Usine Gabès,RoboPack Inc.,502.17,1454.63,Fioul,Bimensuel,14
E5609,Compresseur d'Air,Embouteillage,Bimensuel,Usine Sousse,PackEquip SARL,299.91,2797.04,Fioul,Annuel,12
E6850,Convoyeur,Nettoyage,Annuel,Usine Sousse,AgroTeq,966.81,4201.11,Fioul,Mensuel,8
E2076,Mélangeur Industriel,Embouteillage,Bimensuel,Atelier Principal,AgroTech Inc.,294.61,1485.77,Gaz Naturel,Bimensuel,22
E4228,Compresseur d'Air,Stockage,Bimensuel,Usine Cenk,RoboPack Inc.,170.95,4739.81,Électrique,Trimestriel,17
E4782,Convoyeur,Mélange,Bimensuel,Usine Sousse,CleanTech Solutions,712.34,3822.73,Fioul,Annuel,12
E7050,Mélangeur Industriel,Conditionnement,Annuel,Usine Cenk,RoboPack Inc.,722.31,4412.97,Solaire,Mensuel,21
E7219,Compresseur d'Air,Conditionnement,Annuel,Usine Tunis,AgroTeq,296.8,1009.95,Solaire,Bimensuel,21
E5025,Chauffe-Eau Industriel,Stockage,Bimensuel,Usine Sousse,AgroTeq,277.29,4417.82,Électrique,Bimensuel,13
E5750,Cuve de Stockage,Embouteillage,Trimestriel,Atelier Principal,RoboPack Inc.,912.48,3068.42,Électrique,Trimestriel,16
E9692,Compresseur d'Air,Mélange,Annuel,Usine Cenk,PackEquip SARL,187.81,3307.32,Électrique,Trimestriel,10
E2778,Robot Emballeur,Nettoyage,Bimensuel,Usine Sousse,AgroTeq,678.39,2275.47,Gaz Naturel,Mensuel,14
E6573,Compresseur d'Air,Mélange,Bimensuel,Atelier Principal,CleanTech Solutions,384.59,1191.74,Fioul,Mensuel,11
E3384,Mélangeur Industriel,Mélange,Annuel,Atelier Principal,AgroTech Inc.,644.05,2377.42,Solaire,Trimestriel,6
E3711,Système de Pesée,Conditionnement,Trimestriel,Atelier Principal,PackEquip SARL,403.4,2809.49,Fioul,Trimestriel,21
E4538,Mélangeur Industriel,Nettoyage,Trimestriel,Usine Sousse,AgroTech Inc.,119.64,1793.0,Solaire,Bimensuel,9
E2137,Cuve de Stockage,Nettoyage,Annuel,Atelier Principal,AgroTech Inc.,697.78,4443.51,Solaire,Trimestriel,9
E8089,Machine de Conditionnement,Nettoyage,Trimestriel,Usine Sousse,AgroTeq,380.13,1319.94,Solaire,Bimensuel,12
E9273,Mélangeur Industriel,Nettoyage,Mensuel,Usine Cenk,AgroTeq,393.93,1949.69,Gaz Naturel,Annuel,21
E2389,Compresseur d'Air,Conditionnement,Trimestriel,Usine Tunis,CleanTech Solutions,877.13,4310.69,Gaz Naturel,Trimestriel,9
E9103,Système de Pesée,Stockage,Trimestriel,Usine Sousse,CleanTech Solutions,589.28,3514.46,Fioul,Annuel,16
E9227,Machine de Conditionnement,Mélange,Annuel,Usine Gabès,PackEquip SARL,241.54,4698.37,Électrique,Trimestriel,21
E7364,Système de Pesée,Mélange,Bimensuel,Usine Tunis,CleanTech Solutions,356.51,4294.72,Fioul,Bimensuel,25
E8994,Machine de Conditionnement,Nettoyage,Mensuel,Usine Gabès,AgroTech Inc.,402.26,2543.23,Électrique,Mensuel,12
E4330,Cuve de Stockage,Embouteillage,Mensuel,Usine Cenk,PackEquip SARL,360.89,4654.02,Gaz Naturel,Bimensuel,14
E1558,Système de Pesée,Conditionnement,Bimensuel,Usine Sousse,RoboPack Inc.,762.49,2031.56,Gaz Naturel,Bimensuel,21
E2449,Chauffe-Eau Industriel,Conditionnement,Trimestriel,Usine Gabès,RoboPack Inc.,130.17,4955.81,Électrique,Bimensuel,16
E2016,Cuve de Stockage,Embouteillage,Annuel,Usine Tunis,RoboPack Inc.,947.62,2028.7,Solaire,Annuel,13
E2368,Chauffe-Eau Industriel,Nettoyage,Annuel,Usine Tunis,RoboPack Inc.,701.67,4265.24,Gaz Naturel,Bimensuel,22
E2191,Convoyeur,Mélange,Mensuel,Usine Sousse,PackEquip SARL,227.01,4549.12,Électrique,Annuel,7
E6194,Machine de Conditionnement,Mélange,Annuel,Usine Cenk,CleanTech Solutions,249.52,1276.71,Fioul,Bimensuel,22
E5573,Compresseur d'Air,Stockage,Trimestriel,Usine Gabès,RoboPack Inc.,968.2,1465.53,Solaire,Annuel,11
E6268,Système de Pesée,Conditionnement,Bimensuel,Usine Cenk,AgroTeq,731.1,3339.16,Gaz Naturel,Annuel,13
E1194,Cuve de Stockage,Mélange,Mensuel,Usine Tunis,CleanTech Solutions,318.62,2263.93,Gaz Naturel,Annuel,19
E5749,Chauffe-Eau Industriel,Embouteillage,Annuel,Usine Sousse,PackEquip SARL,741.91,3383.94,Électrique,Annuel,14
E4041,Machine de Conditionnement,Conditionnement,Bimensuel,Usine Cenk,AgroTech Inc.,102.38,1565.82,Électrique,Mensuel,11
E8195,Machine de Conditionnement,Stockage,Annuel,Usine Cenk,AgroTeq,949.32,3916.62,Fioul,Bimensuel,23
E9600,Compresseur d'Air,Stockage,Trimestriel,Usine Tunis,PackEquip SARL,355.82,2165.47,Solaire,Trimestriel,6
E6239,Système de Pesée,Conditionnement,Bimensuel,Usine Cenk,AgroTech Inc.,944.11,4844.7,Fioul,Mensuel,22
E7509,Mélangeur Industriel,Conditionnement,Annuel,Usine Gabès,AgroTech Inc.,119.97,1787.92,Électrique,Annuel,17
E5045,Cuve de Stockage,Embouteillage,Bimensuel,Atelier Principal,PackEquip SARL,338.87,2086.88,Gaz Naturel,Annuel,9
E8320,Machine de Conditionnement,Embouteillage,Bimensuel,Usine Sousse,RoboPack Inc.,166.84,4784.38,Fioul,Bimensuel,12
E9333,Robot Emballeur,Stockage,Annuel,Usine Cenk,RoboPack Inc.,162.89,3216.25,Solaire,Trimestriel,21
E6445,Convoyeur,Stockage,Trimestriel,Usine Cenk,AgroTeq,263.2,2496.28,Électrique,Bimensuel,17
E2115,Mélangeur Industriel,Nettoyage,Bimensuel,Usine Sousse,RoboPack Inc.,823.9,1061.71,Électrique,Annuel,5
E2879,Mélangeur Industriel,Mélange,Bimensuel,Usine Gabès,AgroTeq,453.78,3336.85,Électrique,Mensuel,23
E8863,Chauffe-Eau Industriel,Mélange,Annuel,Usine Cenk,RoboPack Inc.,353.08,4939.75,Fioul,Trimestriel,7
E5503,Cuve de Stockage,Stockage,Bimensuel,Usine Sousse,PackEquip SARL,956.92,1781.93,Solaire,Bimensuel,23
E7527,Robot Emballeur,Stockage,Bimensuel,Usine Gabès,AgroTech Inc.,588.79,2130.14,Électrique,Mensuel,19
E7383,Mélangeur Industriel,Conditionnement,Mensuel,Usine Gabès,PackEquip SARL,592.96,4358.12,Fioul,Bimensuel,13
E2222,Machine de Conditionnement,Mélange,Annuel,Usine Tunis,CleanTech Solutions,952.0,2847.88,Fioul,Trimestriel,11
E5406,Système de Pesée,Conditionnement,Trimestriel,Usine Gabès,AgroTeq,447.97,1264.07,Solaire,Trimestriel,19
E3493,Convoyeur,Conditionnement,Trimestriel,Usine Sousse,CleanTech Solutions,922.29,1547.9,Fioul,Mensuel,5
E6824,Machine de Conditionnement,Mélange,Trimestriel,Atelier Principal,RoboPack Inc.,872.48,4820.29,Fioul,Bimensuel,7
E5411,Chauffe-Eau Industriel,Nettoyage,Mensuel,Usine Tunis,RoboPack Inc.,243.09,3966.53,Gaz Naturel,Trimestriel,23
E9666,Mélangeur Industriel,Conditionnement,Bimensuel,Usine Sousse,CleanTech Solutions,676.69,3864.72,Gaz Naturel,Bimensuel,10
E1607,Compresseur d'Air,Mélange,Annuel,Usine Gabès,RoboPack Inc.,301.92,4001.76,Fioul,Mensuel,9
E6764,Mélangeur Industriel,Mélange,Trimestriel,Usine Gabès,AgroTeq,758.03,1566.41,Fioul,Annuel,15
E9615,Mélangeur Industriel,Conditionnement,Mensuel,Usine Gabès,CleanTech Solutions,980.06,4403.32,Électrique,Trimestriel,25
E5298,Compresseur d'Air,Stockage,Trimestriel,Usine Cenk,PackEquip SARL,682.74,2588.8,Solaire,Annuel,20
E5649,Chauffe-Eau Industriel,Nettoyage,Annuel,Usine Cenk,AgroTech Inc.,734.54,2304.3,Solaire,Trimestriel,23
E3994,Robot Emballeur,Conditionnement,Bimensuel,Usine Sousse,PackEquip SARL,902.63,1247.97,Fioul,Mensuel,25
E4939,Mélangeur Industriel,Mélange,Bimensuel,Usine Tunis,AgroTeq,883.49,1125.6,Gaz Naturel,Mensuel,21
E1417,Compresseur d'Air,Stockage,Bimensuel,Usine Sousse,PackEquip SARL,831.37,2998.73,Solaire,Mensuel,25
E3296,Cuve de Stockage,Conditionnement,Trimestriel,Usine Sousse,RoboPack Inc.,810.55,4128.54,Électrique,Trimestriel,5
E1388,Machine de Conditionnement,Embouteillage,Mensuel,Usine Gabès,RoboPack Inc.,247.88,3060.19,Gaz Naturel,Trimestriel,18
E3046,Cuve de Stockage,Stockage,Bimensuel,Usine Tunis,RoboPack Inc.,267.31,3238.7,Électrique,Mensuel,13
E2917,Système de Pesée,Nettoyage,Bimensuel,Usine Sousse,AgroTeq,184.07,4769.43,Gaz Naturel,Annuel,16
E3455,Chauffe-Eau Industriel,Mélange,Bimensuel,Usine Cenk,AgroTech Inc.,925.85,4480.7,Électrique,Trimestriel,12
E9586,Système de Pesée,Mélange,Annuel,Atelier Principal,CleanTech Solutions,664.3,4441.27,Fioul,Bimensuel,16
E4672,Compresseur d'Air,Nettoyage,Trimestriel,Usine Cenk,PackEquip SARL,683.48,2260.69,Gaz Naturel,Bimensuel,25
E6109,Chauffe-Eau Industriel,Nettoyage,Mensuel,Usine Sousse,PackEquip SARL,433.07,4005.09,Solaire,Trimestriel,8
E5861,Robot Emballeur,Stockage,Annuel,Usine Sousse,CleanTech Solutions,365.84,3968.08,Fioul,Annuel,18
E4241,Chauffe-Eau Industriel,Nettoyage,Bimensuel,Usine Cenk,AgroTech Inc.,777.95,4352.44,Électrique,Trimestriel,24
E8927,Robot Emballeur,Nettoyage,Bimensuel,Usine Tunis,AgroTech Inc.,177.27,4124.44,Électrique,Trimestriel,11
E7271,Convoyeur,Mélange,Trimestriel,Usine Sousse,CleanTech Solutions,363.5,2074.95,Gaz Naturel,Mensuel,23
E7352,Système de Pesée,Stockage,Bimensuel,Usine Sousse,PackEquip SARL,146.43,1774.34,Fioul,Trimestriel,18
E4037,Compresseur d'Air,Embouteillage,Trimestriel,Usine Gabès,AgroTeq,772.21,2048.95,Gaz Naturel,Bimensuel,9
E6921,Système de Pesée,Conditionnement,Mensuel,Usine Gabès,RoboPack Inc.,148.54,4443.37,Fioul,Bimensuel,6
E2952,Cuve de Stockage,Nettoyage,Bimensuel,Usine Sousse,CleanTech Solutions,258.3,2120.26,Électrique,Trimestriel,11
E8319,Chauffe-Eau Industriel,Embouteillage,Trimestriel,Usine Sousse,RoboPack Inc.,928.6,2036.9,Électrique,Bimensuel,12
E3703,Machine de Conditionnement,Stockage,Annuel,Usine Sousse,AgroTeq,859.94,1232.12,Électrique,Mensuel,9
E9815,Compresseur d'Air,Conditionnement,Bimensuel,Usine Gabès,CleanTech Solutions,913.91,1572.3,Solaire,Annuel,20
E2498,Cuve de Stockage,Stockage,Annuel,Usine Cenk,CleanTech Solutions,536.03,2987.4,Électrique,Bimensuel,7
E3962,Robot Emballeur,Embouteillage,Trimestriel,Atelier Principal,AgroTeq,256.8,4314.18,Gaz Naturel,Annuel,5
E4951,Robot Emballeur,Nettoyage,Trimestriel,Usine Tunis,CleanTech Solutions,854.58,3850.03,Solaire,Bimensuel,9
E7209,Machine de Conditionnement,Conditionnement,Annuel,Usine Sousse,AgroTeq,290.81,4926.81,Électrique,Annuel,25
E5896,Système de Pesée,Conditionnement,Bimensuel,Usine Gabès,PackEquip SARL,839.16,2752.36,Électrique,Trimestriel,5
E1392,Machine de Conditionnement,Stockage,Bimensuel,Usine Cenk,CleanTech Solutions,540.17,2107.81,Gaz Naturel,Mensuel,15
E7906,Chauffe-Eau Industriel,Mélange,Annuel,Usine Cenk,PackEquip SARL,972.56,2587.52,Solaire,Trimestriel,9
E6982,Compresseur d'Air,Conditionnement,Trimestriel,Atelier Principal,AgroTech Inc.,804.97,4527.49,Solaire,Annuel,25
E1773,Mélangeur Industriel,Stockage,Annuel,Usine Cenk,CleanTech Solutions,402.51,1626.75,Électrique,Annuel,15
E3250,Cuve de Stockage,Mélange,Mensuel,Usine Gabès,AgroTeq,142.43,4320.84,Solaire,Annuel,8
E5413,Cuve de Stockage,Embouteillage,Trimestriel,Usine Cenk,AgroTeq,327.88,2231.08,Fioul,Bimensuel,5
E2263,Mélangeur Industriel,Mélange,Mensuel,Usine Tunis,AgroTeq,234.46,1084.37,Gaz Naturel,Annuel,7
E6983,Système de Pesée,Mélange,Mensuel,Usine Tunis,AgroTeq,879.43,2704.26,Gaz Naturel,Annuel,11
E5087,Mélangeur Industriel,Conditionnement,Trimestriel,Usine Gabès,AgroTech Inc.,488.99,3962.74,Fioul,Trimestriel,20
E3442,Convoyeur,Mélange,Bimensuel,Usine Sousse,RoboPack Inc.,843.33,2881.31,Électrique,Bimensuel,15
E4904,Convoyeur,Stockage,Bimensuel,Usine Cenk,PackEquip SARL,468.17,2729.34,Gaz Naturel,Bimensuel,5
E9497,Chauffe-Eau Industriel,Conditionnement,Bimensuel,Usine Tunis,CleanTech Solutions,828.29,3444.07,Fioul,Bimensuel,17
E4329,Chauffe-Eau Industriel,Conditionnement,Trimestriel,Usine Cenk,PackEquip SARL,843.57,4295.01,Gaz Naturel,Annuel,21
E3921,Cuve de Stockage,Mélange,Bimensuel,Usine Sousse,AgroTeq,338.66,4410.7,Gaz Naturel,Mensuel,20
E2772,Machine de Conditionnement,Nettoyage,Bimensuel,Usine Gabès,AgroTeq,971.54,4303.37,Gaz Naturel,Bimensuel,20
E3359,Robot Emballeur,Conditionnement,Annuel,Usine Tunis,RoboPack Inc.,139.03,2455.04,Gaz Naturel,Mensuel,13
E8675,Cuve de Stockage,Nettoyage,Trimestriel,Usine Sousse,AgroTeq,753.61,3210.26,Gaz Naturel,Mensuel,12
E2099,Convoyeur,Mélange,Trimestriel,Usine Sousse,CleanTech Solutions,444.49,4372.19,Gaz Naturel,Bimensuel,6
E6179,Mélangeur Industriel,Nettoyage,Mensuel,Atelier Principal,AgroTech Inc.,499.36,2700.12,Électrique,Annuel,24
E5333,Mélangeur Industriel,Conditionnement,Bimensuel,Usine Gabès,PackEquip SARL,954.96,4830.28,Gaz Naturel,Mensuel,16
E4370,Convoyeur,Mélange,Bimensuel,Atelier Principal,AgroTeq,619.18,3579.45,Solaire,Mensuel,14
E1311,Robot Emballeur,Mélange,Mensuel,Usine Tunis,AgroTeq,655.23,1274.73,Électrique,Mensuel,21
E2118,Système de Pesée,Conditionnement,Trimestriel,Usine Gabès,AgroTeq,358.35,1671.22,Solaire,Annuel,22
E9699,Robot Emballeur,Nettoyage,Mensuel,Atelier Principal,PackEquip SARL,868.98,2572.76,Fioul,Annuel,24
E7218,Cuve de Stockage,Stockage,Trimestriel,Usine Cenk,RoboPack Inc.,752.27,2954.19,Électrique,Bimensuel,5
E6251,Cuve de Stockage,Conditionnement,Mensuel,Atelier Principal,AgroTech Inc.,991.92,1256.11,Électrique,Annuel,13
E7877,Cuve de Stockage,Conditionnement,Mensuel,Usine Sousse,AgroTeq,721.31,2825.25,Électrique,Bimensuel,15
E8583,Compresseur d'Air,Nettoyage,Annuel,Usine Gabès,RoboPack Inc.,140.05,4372.66,Solaire,Mensuel,19
E7680,Robot Emballeur,Nettoyage,Bimensuel,Usine Gabès,CleanTech Solutions,814.25,3683.85,Gaz Naturel,Annuel,8
E1210,Mélangeur Industriel,Embouteillage,Trimestriel,Atelier Principal,AgroTech Inc.,722.67,4771.59,Électrique,Annuel,11
E7160,Machine de Conditionnement,Mélange,Annuel,Usine Tunis,AgroTeq,640.4,3559.08,Fioul,Annuel,20
E2792,Chauffe-Eau Industriel,Conditionnement,Trimestriel,Usine Gabès,AgroTech Inc.,750.01,3473.24,Fioul,Trimestriel,18
E9212,Chauffe-Eau Industriel,Nettoyage,Mensuel,Usine Tunis,PackEquip SARL,296.48,3385.8,Électrique,Bimensuel,21
E2830,Convoyeur,Nettoyage,Annuel,Usine Cenk,RoboPack Inc.,204.54,2795.39,Fioul,Mensuel,19
E2936,Robot Emballeur,Embouteillage,Annuel,Atelier Principal,AgroTeq,224.6,1511.52,Solaire,Annuel,20
E9340,Cuve de Stockage,Nettoyage,Bimensuel,Usine Sousse,CleanTech Solutions,795.66,1667.13,Solaire,Trimestriel,14
E3074,Convoyeur,Conditionnement,Annuel,Usine Gabès,AgroTeq,233.97,3561.02,Fioul,Annuel,13
E8790,Chauffe-Eau Industriel,Mélange,Annuel,Atelier Principal,PackEquip SARL,287.94,3195.24,Solaire,Trimestriel,6
E3047,Machine de Conditionnement,Stockage,Annuel,Atelier Principal,RoboPack Inc.,335.99,1299.03,Électrique,Trimestriel,18
E9344,Système de Pesée,Mélange,Mensuel,Usine Tunis,AgroTeq,315.22,1407.48,Gaz Naturel,Trimestriel,21
E8843,Convoyeur,Nettoyage,Mensuel,Usine Gabès,RoboPack Inc.,666.09,4626.62,Fioul,Mensuel,25
E3666,Machine de Conditionnement,Stockage,Annuel,Atelier Principal,RoboPack Inc.,309.94,1099.5,Gaz Naturel,Trimestriel,15
E2622,Robot Emballeur,Conditionnement,Mensuel,Usine Tunis,CleanTech Solutions,746.98,2211.78,Électrique,Mensuel,20
E8957,Machine de Conditionnement,Stockage,Trimestriel,Usine Gabès,AgroTeq,556.69,2475.44,Électrique,Trimestriel,25
E2891,Cuve de Stockage,Stockage,Annuel,Usine Tunis,AgroTeq,889.8,4238.94,Gaz Naturel,Trimestriel,20
E2068,Convoyeur,Conditionnement,Trimestriel,Usine Tunis,RoboPack Inc.,755.42,3095.48,Électrique,Bimensuel,7
E1706,Chauffe-Eau Industriel,Stockage,Trimestriel,Usine Cenk,AgroTeq,849.21,4034.5,Fioul,Annuel,10
E7316,Robot Emballeur,Stockage,Trimestriel,Usine Gabès,RoboPack Inc.,146.59,4024.59,Électrique,Trimestriel,8
E3292,Machine de Conditionnement,Nettoyage,Trimestriel,Atelier Principal,CleanTech Solutions,507.36,4492.44,Gaz Naturel,Annuel,24
E1610,Robot Emballeur,Conditionnement,Trimestriel,Atelier Principal,RoboPack Inc.,690.0,2453.07,Solaire,Annuel,14
E8826,Mélangeur Industriel,Stockage,Bimensuel,Usine Tunis,RoboPack Inc.,104.55,2460.02,Électrique,Trimestriel,17
